delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delay_pct,co2_kg,opt_score
1644.0,shadowfax,electronics,van,same day,west,stormy,196.1,16.63,0.0,0.0,yes,delayed,2,1130.39,0.0,0.0,39.22,0.3561397485905995
1645.0,blue dart,electronics,van,standard,north,stormy,39.5,31.92,0.0,0.0,no,delivered,4,293.26,0.0,0.0,7.9,0.08779995208879735
1646.0,ekart,fragile items,truck,standard,central,rainy,138.8,21.85,0.0,0.0,no,delivered,4,759.55,0.0,0.0,69.4,0.3262368822742646
1647.0,dhl,pharmacy,bike,standard,central,stormy,140.0,46.68,0.0,0.0,no,delivered,3,840.04,0.0,0.0,7.0,0.21993794084042312
1648.0,shadowfax,automobile parts,ev van,express,south,hot,293.9,12.73,0.0,0.0,yes,delayed,2,1557.69,0.0,0.0,0.0,0.3816182634064885
1649.0,ecom express,clothing,van,two day,north,stormy,232.5,14.95,0.0,0.0,no,delivered,5,1207.35,0.0,0.0,46.5,0.3896962891285272
1650.0,amazon logistics,pharmacy,scooter,express,central,foggy,41.1,18.41,0.0,0.0,yes,failed,1,310.73,0.0,0.0,2.055,0.08027581867552197
1651.0,blue dart,clothing,truck,standard,east,rainy,138.3,4.03,0.0,0.0,no,delivered,5,703.59,0.0,0.0,69.15,0.31202236889588997
1652.0,delhivery,pharmacy,bike,express,south,stormy,231.7,43.2,0.0,0.0,yes,delayed,2,1338.1,0.0,0.0,11.585,0.35121710177542315
1653.0,delhivery,electronics,truck,express,central,cold,235.6,4.97,0.0,0.0,no,delivered,5,1242.91,0.0,0.0,117.8,0.5424000506533162
1654.0,shadowfax,automobile parts,bike,same day,east,foggy,137.0,10.22,0.0,0.0,no,delivered,4,815.66,0.0,0.0,6.8500000000000005,0.21366215961544885
1655.0,blue dart,groceries,scooter,two day,south,stormy,247.3,6.54,0.0,0.0,no,delivered,3,1256.12,0.0,0.0,12.365000000000002,0.332708059807658
1656.0,ekart,documents,ev bike,standard,west,stormy,143.1,6.6,0.0,0.0,no,delivered,4,735.3,0.0,0.0,0.0,0.18014104801519623
1657.0,amazon logistics,automobile parts,van,two day,west,foggy,11.0,20.14,0.0,0.0,no,delivered,3,115.42,0.0,0.0,2.2,0.03271967876454869
1658.0,amazon logistics,electronics,ev van,standard,east,clear,243.8,8.94,0.0,0.0,no,delivered,4,1245.82,0.0,0.0,0.0,0.3052132740898841
1659.0,amazon logistics,fragile items,van,express,west,foggy,297.1,44.13,0.0,0.0,yes,delayed,3,1632.7206,0.0,0.0,59.42000000000001,0.52
1660.0,ekart,furniture,ev bike,same day,north,cold,84.1,46.67,0.0,0.0,no,delivered,3,660.51,0.0,0.0,0.0,0.1618182559832956
1661.0,shadowfax,cosmetics,bike,standard,south,cold,200.1,9.15,0.0,0.0,no,delivered,4,1027.95,0.0,0.0,10.005,0.27204265019388585
1662.0,shadowfax,documents,ev van,express,east,rainy,122.2,11.04,0.0,0.0,yes,failed,2,694.12,0.0,0.0,0.0,0.17005236535877602
1663.0,blue dart,fragile items,truck,same day,north,stormy,122.4,15.27,0.0,0.0,no,delivered,5,757.81,0.0,0.0,61.2,0.3092505191276185
1664.0,fedex,furniture,ev bike,same day,north,stormy,275.3,27.15,0.0,0.0,yes,failed,1,1557.95,0.0,0.0,0.0,0.3816819607714878
1665.0,fedex,groceries,scooter,standard,east,cold,288.0,24.35,0.0,0.0,no,delivered,5,1513.05,0.0,0.0,14.4,0.3997630332847132
1666.0,dhl,furniture,scooter,two day,east,clear,33.5,19.07,0.0,0.0,no,delivered,5,224.71,0.0,0.0,1.675,0.05843437207773374
1667.0,xpressbees,documents,van,express,south,rainy,218.4,13.52,0.0,0.0,yes,delayed,2,1182.56,0.0,0.0,43.68000000000001,0.3779279381947276
1668.0,xpressbees,documents,scooter,same day,north,foggy,54.8,42.64,0.0,0.0,no,delivered,5,501.92,0.0,0.0,2.74,0.12849880363967514
1669.0,fedex,clothing,bike,standard,south,stormy,159.8,24.47,0.0,0.0,no,delivered,3,872.41,0.0,0.0,7.990000000000001,0.2298675896088147
1670.0,xpressbees,furniture,ev bike,two day,east,hot,240.5,6.11,0.0,0.0,no,delivered,5,1220.83,0.0,0.0,0.0,0.29909097735399426
1671.0,xpressbees,furniture,ev bike,two day,central,foggy,67.8,38.2,0.0,0.0,no,delivered,5,453.6,0.0,0.0,0.0,0.111127402937159
1672.0,shadowfax,groceries,ev bike,same day,south,stormy,98.2,16.03,0.0,0.0,yes,delayed,3,639.09,0.0,0.0,0.0,0.15657057306681865
1673.0,ekart,automobile parts,truck,standard,east,cold,283.4,40.18,0.0,0.0,no,delivered,5,1537.54,0.0,0.0,141.7,0.6628479916008707
1674.0,xpressbees,clothing,truck,two day,north,rainy,125.9,36.87,0.0,0.0,no,delivered,4,740.11,0.0,0.0,62.95,0.3084483620916474
1675.0,xpressbees,automobile parts,ev van,express,north,stormy,23.9,6.21,0.0,0.0,yes,delayed,2,188.13,0.0,0.0,0.0,0.046089943374267466
1676.0,ecom express,fragile items,truck,same day,west,stormy,125.5,16.4,0.0,0.0,yes,delayed,3,776.7,0.0,0.0,62.75,0.3170086368566756
1677.0,blue dart,electronics,ev bike,same day,east,hot,136.0,31.62,0.0,0.0,no,delivered,5,874.86,0.0,0.0,0.0,0.2143318336278724
1678.0,dhl,cosmetics,van,two day,south,hot,233.8,37.37,0.0,0.0,no,delivered,3,1281.11,0.0,0.0,46.760000000000005,0.4082918173311614
1679.0,ecom express,clothing,bike,two day,south,foggy,105.2,21.72,0.0,0.0,no,delivered,4,591.16,0.0,0.0,5.260000000000001,0.15545089478339344
1680.0,fedex,electronics,van,express,east,clear,38.9,28.22,0.0,0.0,no,delivered,4,329.16,0.0,0.0,7.78,0.09635274561042807
1681.0,ecom express,fragile items,ev bike,standard,east,clear,233.7,4.68,0.0,0.0,no,delivered,4,1182.54,0.0,0.0,0.0,0.2897103154085273
1682.0,delhivery,clothing,truck,express,central,clear,113.2,0.67,0.0,0.0,yes,delayed,2,617.14,0.0,0.0,56.6,0.2654979933507032
1683.0,delhivery,documents,ev bike,express,south,foggy,10.3,11.87,0.0,0.0,yes,delayed,2,137.11,0.0,0.0,0.0,0.0335905604424909
1684.0,amazon logistics,electronics,ev bike,express,central,foggy,249.9,25.01,0.0,0.0,yes,failed,1,1374.53,0.0,0.0,0.0,0.33674591966316836
1685.0,dhl,clothing,scooter,express,central,rainy,290.0,27.8,0.0,0.0,yes,delayed,2,1583.4,0.0,0.0,14.5,0.41720002251896376
1686.0,fedex,electronics,ev bike,same day,east,foggy,288.9,2.89,0.0,0.0,no,delivered,3,1553.17,0.0,0.0,0.0,0.38051090921496306
1687.0,dhl,fragile items,ev bike,same day,north,hot,186.6,46.31,0.0,0.0,no,delivered,4,1171.93,0.0,0.0,0.0,0.287110972936827
1688.0,dhl,electronics,scooter,express,east,clear,79.9,6.71,0.0,0.0,yes,failed,1,469.63,0.0,0.0,3.9950000000000006,0.12312258105479214
1689.0,ecom express,cosmetics,truck,same day,central,rainy,260.3,43.68,0.0,0.0,yes,delayed,2,1532.54,0.0,0.0,130.15,0.638297562637476
1690.0,delhivery,clothing,ev van,two day,east,hot,54.2,47.36,0.0,0.0,no,delivered,5,413.08,0.0,0.0,0.0,0.10120041359189075
1691.0,xpressbees,automobile parts,scooter,same day,west,rainy,225.0,24.35,0.0,0.0,yes,delayed,3,1298.05,0.0,0.0,11.25,0.3407287177813239
1692.0,ecom express,fragile items,scooter,same day,south,stormy,261.8,40.54,0.0,0.0,yes,delayed,2,1530.62,0.0,0.0,13.090000000000002,0.40142193133862225
1693.0,shadowfax,pharmacy,scooter,express,east,hot,278.3,27.47,0.0,0.0,no,delivered,5,1523.91,0.0,0.0,13.915000000000001,0.40144415503023123
1694.0,dhl,fragile items,scooter,express,south,rainy,171.2,4.63,0.0,0.0,yes,delayed,2,919.89,0.0,0.0,8.56,0.24265083598361584
1695.0,blue dart,documents,scooter,standard,south,clear,287.2,8.13,0.0,0.0,no,delivered,5,1460.39,0.0,0.0,14.36,0.3867810860918526
1696.0,xpressbees,fragile items,ev bike,same day,north,rainy,11.7,24.81,0.0,0.0,no,delivered,5,232.93,0.0,0.0,0.0,0.057065489343369594
1697.0,fedex,clothing,ev van,standard,west,stormy,12.4,17.11,0.0,0.0,no,delivered,3,113.33,0.0,0.0,0.0,0.027764701443713027
1698.0,blue dart,pharmacy,ev van,two day,central,rainy,228.7,36.8,0.0,0.0,no,delivered,4,1253.9,0.0,0.0,0.0,0.3071927922021686
1699.0,dhl,automobile parts,van,two day,south,cold,297.1,14.86,0.0,0.0,no,delivered,4,1541.08,0.0,0.0,59.42000000000001,0.49754898174249773
1700.0,ecom express,cosmetics,ev van,two day,north,clear,45.2,3.88,0.0,0.0,no,delivered,5,237.64,0.0,0.0,0.0,0.0582193916093176
1701.0,ekart,documents,bike,standard,east,foggy,113.0,39.89,0.0,0.0,no,delivered,5,684.67,0.0,0.0,5.65,0.17914751069335544
1702.0,blue dart,cosmetics,bike,same day,south,cold,295.8,28.18,0.0,0.0,yes,delayed,2,1632.7206,0.0,0.0,14.790000000000001,0.4298687310669808
1703.0,xpressbees,fragile items,scooter,express,west,hot,261.7,28.02,0.0,0.0,yes,delayed,2,1442.56,0.0,0.0,13.085,0.3798380261828736
1704.0,blue dart,automobile parts,scooter,standard,north,clear,123.9,18.68,0.0,0.0,no,delivered,5,675.54,0.0,0.0,6.195,0.17801139273773484
1705.0,ecom express,cosmetics,ev van,same day,west,rainy,267.3,23.67,0.0,0.0,yes,delayed,2,1507.51,0.0,0.0,0.0,0.3693246719616326
1706.0,amazon logistics,cosmetics,ev bike,two day,north,clear,135.9,5.77,0.0,0.0,no,delivered,4,696.81,0.0,0.0,0.0,0.1707113880966529
1707.0,ecom express,fragile items,ev bike,express,south,cold,102.5,35.74,0.0,0.0,no,delivered,5,669.72,0.0,0.0,0.0,0.16407461264346146
1708.0,ecom express,cosmetics,ev bike,two day,north,hot,176.7,6.45,0.0,0.0,no,delivered,3,902.85,0.0,0.0,0.0,0.22118909995990743
1709.0,ekart,clothing,ev bike,standard,central,rainy,84.3,39.72,0.0,0.0,no,delivered,3,540.66,0.0,0.0,0.0,0.13245622061729362
1710.0,blue dart,fragile items,truck,two day,east,foggy,197.4,22.06,0.0,0.0,no,delivered,4,1053.18,0.0,0.0,98.7,0.457345252407262
1711.0,dhl,clothing,bike,same day,central,foggy,87.9,2.17,0.0,0.0,no,delivered,5,546.01,0.0,0.0,4.3950000000000005,0.1426427157912293
1712.0,fedex,pharmacy,bike,same day,east,hot,152.8,45.64,0.0,0.0,yes,delayed,2,1000.92,0.0,0.0,7.640000000000001,0.2606444044927654
1713.0,amazon logistics,groceries,ev van,same day,west,clear,232.1,44.46,0.0,0.0,yes,failed,1,1393.88,0.0,0.0,0.0,0.34148647355830514
1714.0,xpressbees,clothing,truck,standard,central,stormy,258.9,4.99,0.0,0.0,no,delivered,4,1309.47,0.0,0.0,129.45,0.582234007934256
1715.0,shadowfax,documents,ev van,express,central,hot,13.0,2.84,0.0,0.0,yes,delayed,3,123.52,0.0,0.0,0.0,0.030261148171952995
1716.0,amazon logistics,electronics,bike,two day,west,cold,218.0,14.35,0.0,0.0,no,delivered,5,1133.05,0.0,0.0,10.9,0.29959855727707896
1717.0,shadowfax,groceries,truck,express,west,foggy,266.7,20.24,0.0,0.0,yes,delayed,3,1444.22,0.0,0.0,133.35,0.6231225282755971
1718.0,dhl,groceries,scooter,standard,central,foggy,221.2,27.72,0.0,0.0,no,delivered,4,1189.16,0.0,0.0,11.06,0.3136680621510805
1719.0,dhl,groceries,van,express,west,stormy,69.9,34.36,0.0,0.0,yes,delayed,2,502.58,0.0,0.0,13.980000000000002,0.1513599247529139
1720.0,fedex,electronics,truck,standard,east,stormy,224.3,48.76,0.0,0.0,no,delivered,5,1267.78,0.0,0.0,112.15,0.5370826490429232
1721.0,delhivery,pharmacy,van,express,east,cold,241.6,28.06,0.0,0.0,no,delivered,5,1342.18,0.0,0.0,48.32,0.4264038028024849
1722.0,xpressbees,clothing,bike,same day,south,rainy,54.7,28.37,0.0,0.0,no,delivered,5,458.61,0.0,0.0,2.7350000000000003,0.11787819495975957
1723.0,shadowfax,fragile items,ev van,standard,east,foggy,273.6,47.73,0.0,0.0,no,delivered,4,1511.19,0.0,0.0,0.0,0.3702262346662375
1724.0,xpressbees,electronics,ev bike,express,central,foggy,82.5,18.7,0.0,0.0,yes,delayed,2,518.6,0.0,0.0,0.0,0.12705174418697235
1725.0,fedex,electronics,van,same day,central,stormy,284.0,47.19,0.0,0.0,yes,delayed,2,1632.7206,0.0,0.0,56.800000000000004,0.5147088522383036
1726.0,amazon logistics,documents,truck,two day,east,clear,150.4,17.73,0.0,0.0,no,delivered,3,805.19,0.0,0.0,75.2,0.3491314475996916
1727.0,ecom express,groceries,bike,standard,east,clear,39.7,37.05,0.0,0.0,no,delivered,5,309.65,0.0,0.0,1.9850000000000003,0.07986986307765824
1728.0,shadowfax,automobile parts,van,same day,west,foggy,212.5,35.74,0.0,0.0,no,delivered,5,1269.72,0.0,0.0,42.5,0.39689821884659054
1729.0,dhl,furniture,van,same day,central,clear,170.6,42.4,0.0,0.0,no,delivered,3,1080.2,0.0,0.0,34.12,0.33354414481019984
1730.0,delhivery,groceries,van,standard,north,foggy,229.1,9.18,0.0,0.0,no,delivered,5,1173.04,0.0,0.0,45.82,0.3799174118556943
1731.0,amazon logistics,fragile items,van,standard,west,clear,90.3,25.6,0.0,0.0,no,delivered,5,528.3,0.0,0.0,18.06,0.1659007140400443
1732.0,ecom express,documents,ev van,same day,east,clear,18.0,0.67,0.0,0.0,no,delivered,5,190.87,0.0,0.0,0.0,0.04676121560541344
1733.0,xpressbees,automobile parts,bike,two day,south,foggy,52.5,43.12,0.0,0.0,no,delivered,5,391.86,0.0,0.0,2.625,0.10130297402041877
1734.0,amazon logistics,groceries,truck,two day,south,clear,143.7,12.73,0.0,0.0,no,delivered,3,756.69,0.0,0.0,71.85,0.3304840402730729
1735.0,amazon logistics,documents,ev van,two day,central,stormy,14.7,43.29,0.0,0.0,no,delivered,3,203.37,0.0,0.0,0.0,0.04982358892268524
1736.0,amazon logistics,documents,ev van,two day,south,stormy,198.1,25.28,0.0,0.0,no,delivered,4,1066.34,0.0,0.0,0.0,0.2612424930511687
1737.0,fedex,electronics,ev van,same day,east,clear,151.9,33.49,0.0,0.0,no,delivered,4,959.97,0.0,0.0,0.0,0.23518292107051264
1738.0,delhivery,cosmetics,van,standard,west,hot,63.7,12.14,0.0,0.0,no,delivered,5,354.92,0.0,0.0,12.740000000000002,0.11268051389304887
1739.0,delhivery,pharmacy,truck,same day,south,rainy,239.9,27.26,0.0,0.0,yes,delayed,3,1381.28,0.0,0.0,119.95,0.5806412707260535
1740.0,blue dart,pharmacy,truck,express,central,stormy,196.5,38.22,0.0,0.0,yes,delayed,3,1147.16,0.0,0.0,98.25,0.4794606150349362
1741.0,dhl,pharmacy,ev van,express,north,cold,165.2,33.96,0.0,0.0,no,delivered,5,977.88,0.0,0.0,0.0,0.23957068955949967
1742.0,xpressbees,electronics,ev van,standard,central,hot,217.2,33.21,0.0,0.0,no,delivered,4,1185.63,0.0,0.0,0.0,0.29046733409255693
1743.0,fedex,fragile items,scooter,standard,west,rainy,178.3,32.67,0.0,0.0,no,delivered,4,989.51,0.0,0.0,8.915000000000001,0.26042396073798224
1744.0,delhivery,furniture,bike,two day,central,foggy,3.9,2.15,0.0,0.0,no,delivered,5,95.6674,0.0,0.0,0.195,0.023831350246478995
1745.0,blue dart,cosmetics,scooter,standard,north,rainy,164.6,1.96,0.0,0.0,no,delivered,5,828.88,0.0,0.0,8.23,0.21968786605989513
1746.0,ecom express,electronics,scooter,same day,central,foggy,76.2,44.36,0.0,0.0,no,delivered,3,614.08,0.0,0.0,3.8100000000000005,0.158137755530592
1747.0,ecom express,cosmetics,scooter,express,south,cold,230.9,30.31,0.0,0.0,yes,delayed,3,1295.43,0.0,0.0,11.545000000000002,0.3406826033377262
1748.0,dhl,cosmetics,ev van,express,central,hot,200.1,38.39,0.0,0.0,yes,delayed,2,1165.67,0.0,0.0,0.0,0.2855773363795373
1749.0,amazon logistics,groceries,scooter,express,south,stormy,178.5,38.94,0.0,0.0,yes,delayed,2,1059.32,0.0,0.0,8.925,0.27754689846074626
1750.0,xpressbees,automobile parts,van,express,west,rainy,160.8,42.86,0.0,0.0,yes,delayed,2,982.58,0.0,0.0,32.160000000000004,0.30566997094059395
1751.0,ecom express,pharmacy,van,express,central,stormy,77.9,41.72,0.0,0.0,yes,delayed,3,564.66,0.0,0.0,15.580000000000002,0.169800130870131
1752.0,amazon logistics,automobile parts,scooter,two day,west,stormy,196.7,9.86,0.0,0.0,no,delivered,5,1013.08,0.0,0.0,9.835,0.26805633214776303
1753.0,shadowfax,fragile items,scooter,same day,north,hot,238.5,29.08,0.0,0.0,yes,delayed,2,1379.74,0.0,0.0,11.925,0.36210511726571165
1754.0,dhl,clothing,ev van,two day,south,clear,118.4,25.02,0.0,0.0,no,delivered,5,667.06,0.0,0.0,0.0,0.16342293960154602
1755.0,shadowfax,automobile parts,truck,two day,north,cold,105.9,36.4,0.0,0.0,no,delivered,4,638.7,0.0,0.0,52.95,0.26340871937879473
1756.0,ekart,cosmetics,bike,express,central,stormy,281.5,44.87,0.0,0.0,yes,delayed,3,1592.11,0.0,0.0,14.075000000000001,0.4184755873766979
1757.0,dhl,clothing,truck,two day,south,foggy,240.6,44.07,0.0,0.0,no,delivered,4,1335.21,0.0,0.0,120.3,0.5700614203441737
1758.0,shadowfax,fragile items,truck,standard,east,hot,19.9,7.35,0.0,0.0,no,delivered,4,121.55,0.0,0.0,9.95,0.049872762499318574
1759.0,shadowfax,groceries,van,same day,east,stormy,83.8,33.87,0.0,0.0,no,delivered,5,620.61,0.0,0.0,16.76,0.1858903498530494
1760.0,shadowfax,fragile items,ev bike,express,south,rainy,255.8,8.8,0.0,0.0,yes,delayed,3,1355.4,0.0,0.0,0.0,0.33205926353841564
1761.0,dhl,clothing,ev bike,standard,south,cold,226.5,29.74,0.0,0.0,no,delivered,3,1221.72,0.0,0.0,0.0,0.29930901833418405
1762.0,dhl,documents,ev bike,two day,east,cold,59.0,11.64,0.0,0.0,no,delivered,3,329.92,0.0,0.0,0.0,0.08082705638674492
1763.0,delhivery,groceries,truck,same day,north,cold,147.3,1.21,0.0,0.0,no,delivered,4,840.13,0.0,0.0,73.65,0.35456113432413383
1764.0,shadowfax,furniture,van,same day,central,clear,57.0,3.1,0.0,0.0,no,delivered,3,394.3,0.0,0.0,11.4,0.11962205524954027
1765.0,shadowfax,pharmacy,scooter,same day,central,cold,177.4,23.92,0.0,0.0,no,delivered,3,1058.76,0.0,0.0,8.870000000000001,0.2772986304235778
1766.0,ecom express,clothing,bike,two day,west,rainy,27.4,16.21,0.0,0.0,no,delivered,5,185.63,0.0,0.0,1.37,0.04824421391444824
1767.0,fedex,cosmetics,ev van,two day,east,foggy,79.8,46.41,0.0,0.0,no,delivered,4,538.23,0.0,0.0,0.0,0.131860895244416
1768.0,fedex,electronics,ev van,express,north,hot,26.0,11.81,0.0,0.0,yes,delayed,2,215.43,0.0,0.0,0.0,0.05277816669918907
1769.0,delhivery,documents,scooter,express,south,foggy,277.4,44.22,0.0,0.0,yes,delayed,2,1569.66,0.0,0.0,13.87,0.41256156287935575
1770.0,blue dart,pharmacy,ev bike,express,east,hot,54.8,32.35,0.0,0.0,no,delivered,4,421.05,0.0,0.0,0.0,0.10315298281898325
1771.0,dhl,documents,bike,two day,north,stormy,157.0,23.98,0.0,0.0,no,delivered,3,856.94,0.0,0.0,7.8500000000000005,0.22579486330485626
1772.0,dhl,groceries,scooter,standard,west,clear,54.8,11.35,0.0,0.0,no,delivered,5,308.05,0.0,0.0,2.74,0.08100261843811646
1773.0,dhl,pharmacy,bike,two day,east,clear,39.3,0.92,0.0,0.0,no,delivered,3,199.26,0.0,0.0,1.9649999999999999,0.05278504139723857
1774.0,dhl,documents,van,express,west,clear,3.6,21.41,0.0,0.0,no,delivered,5,124.73,0.0,0.0,0.7200000000000001,0.03201164178250819
1775.0,xpressbees,automobile parts,scooter,two day,east,rainy,25.5,21.53,0.0,0.0,no,delivered,3,192.09,0.0,0.0,1.2750000000000001,0.049634993850401654
1776.0,blue dart,fragile items,truck,standard,north,foggy,159.3,11.39,0.0,0.0,no,delivered,4,830.67,0.0,0.0,79.65,0.36436066247631654
1777.0,ekart,automobile parts,van,two day,west,cold,158.3,35.97,0.0,0.0,no,delivered,3,899.41,0.0,0.0,31.660000000000004,0.28428440281356976
1778.0,blue dart,furniture,bike,same day,west,foggy,77.2,32.4,0.0,0.0,no,delivered,4,583.2,0.0,0.0,3.8600000000000003,0.15067344458992618
1779.0,ekart,groceries,bike,two day,east,clear,280.0,16.1,0.0,0.0,no,delivered,4,1448.3,0.0,0.0,14.0,0.3830921306826657
1780.0,xpressbees,automobile parts,ev bike,express,west,stormy,132.6,47.02,0.0,0.0,yes,failed,1,854.06,0.0,0.0,0.0,0.20923604442793212
1781.0,delhivery,cosmetics,truck,two day,central,foggy,242.3,40.56,0.0,0.0,no,delivered,4,1333.18,0.0,0.0,121.15,0.5712806846569305
1782.0,dhl,fragile items,ev van,two day,south,cold,153.4,27.9,0.0,0.0,no,delivered,5,850.7,0.0,0.0,0.0,0.20841287848024947
1783.0,delhivery,clothing,bike,standard,central,clear,73.9,40.71,0.0,0.0,no,delivered,4,491.63,0.0,0.0,3.6950000000000003,0.1279065014792558
1784.0,ecom express,fragile items,scooter,express,south,rainy,48.6,41.3,0.0,0.0,yes,delayed,2,416.9,0.0,0.0,2.43,0.10704371345052006
1785.0,xpressbees,furniture,bike,express,north,hot,53.4,24.36,0.0,0.0,no,delivered,4,390.08,0.0,0.0,2.67,0.10095777055212948
1786.0,ekart,cosmetics,ev van,standard,east,clear,202.8,48.19,0.0,0.0,no,delivered,5,1158.57,0.0,0.0,0.0,0.2838379083353269
1787.0,blue dart,fragile items,bike,two day,central,stormy,224.9,32.83,0.0,0.0,no,delivered,3,1222.99,0.0,0.0,11.245000000000001,0.322329680875538
1788.0,delhivery,electronics,ev bike,standard,west,hot,51.0,1.48,0.0,0.0,no,delivered,5,259.44,0.0,0.0,0.0,0.06356017067463962
1789.0,fedex,electronics,scooter,express,south,clear,296.4,22.87,0.0,0.0,no,delivered,5,1600.61,0.0,0.0,14.82,0.4220625451570472
1790.0,xpressbees,electronics,ev bike,express,central,stormy,274.4,39.27,0.0,0.0,yes,delayed,2,1539.81,0.0,0.0,0.0,0.37723784461346294
1791.0,shadowfax,pharmacy,van,express,central,cold,73.6,22.09,0.0,0.0,yes,delayed,3,484.27,0.0,0.0,14.719999999999999,0.14836860663214646
1792.0,amazon logistics,automobile parts,ev van,same day,central,stormy,94.9,45.43,0.0,0.0,yes,delayed,3,710.79,0.0,0.0,0.0,0.17413634641468967
1793.0,dhl,electronics,bike,standard,east,rainy,291.5,39.38,0.0,0.0,no,delivered,5,1575.64,0.0,0.0,14.575000000000001,0.4154503653170851
1794.0,ekart,clothing,scooter,same day,west,hot,297.1,27.22,0.0,0.0,no,delivered,5,1632.7206,0.0,0.0,14.855000000000002,0.43000000000000005
1795.0,fedex,furniture,ev bike,express,east,clear,123.9,17.7,0.0,0.0,yes,delayed,2,722.6,0.0,0.0,0.0,0.1770296767248481
1796.0,blue dart,groceries,ev van,same day,east,cold,251.5,8.27,0.0,0.0,no,delivered,5,1382.31,0.0,0.0,0.0,0.33865194081583827
1797.0,ecom express,electronics,truck,standard,east,cold,276.3,47.58,0.0,0.0,no,delivered,4,1524.24,0.0,0.0,138.15,0.6524203231263995
1798.0,blue dart,pharmacy,bike,two day,north,clear,264.2,15.46,0.0,0.0,no,delivered,5,1367.38,0.0,0.0,13.21,0.3616721283592803
1799.0,fedex,automobile parts,truck,same day,north,rainy,201.2,12.86,0.0,0.0,yes,delayed,2,1144.58,0.0,0.0,100.6,0.4835744179914063
1800.0,fedex,clothing,van,express,east,hot,126.1,23.1,0.0,0.0,no,delivered,3,749.8,0.0,0.0,25.22,0.23462574707467546
1801.0,delhivery,electronics,ev bike,two day,east,hot,151.9,24.95,0.0,0.0,no,delivered,4,834.35,0.0,0.0,0.0,0.20440729418125794
1802.0,fedex,documents,truck,express,east,stormy,214.3,49.52,0.0,0.0,yes,delayed,2,1271.14,0.0,0.0,107.15,0.527808204758361
1803.0,fedex,clothing,ev van,express,central,hot,78.4,5.29,0.0,0.0,yes,failed,1,457.87,0.0,0.0,0.0,0.11217350966233904
1804.0,ekart,furniture,bike,standard,west,cold,213.2,43.74,0.0,0.0,no,delivered,5,1197.22,0.0,0.0,10.66,0.31483487164747775
1805.0,blue dart,electronics,truck,express,north,hot,158.2,7.11,0.0,0.0,no,delivered,3,862.33,0.0,0.0,79.1,0.3710063044887556
1806.0,delhivery,groceries,ev bike,standard,central,stormy,174.9,24.24,0.0,0.0,no,delivered,4,947.22,0.0,0.0,0.0,0.23205930028689536
1807.0,delhivery,clothing,van,same day,central,foggy,250.9,43.3,0.0,0.0,yes,delayed,2,1484.4,0.0,0.0,50.18000000000001,0.4650025724634717
1808.0,fedex,cosmetics,van,express,north,cold,283.0,40.11,0.0,0.0,yes,failed,1,1585.33,0.0,0.0,56.6,0.5026947311146537
1809.0,delhivery,furniture,ev bike,standard,central,stormy,92.3,49.52,0.0,0.0,no,delivered,4,610.72,0.0,0.0,0.0,0.14962021058593858
1810.0,ecom express,electronics,van,same day,south,hot,229.0,31.28,0.0,0.0,no,delivered,5,1338.84,0.0,0.0,45.800000000000004,0.4204963410950584
1811.0,ekart,electronics,van,two day,south,cold,180.2,37.72,0.0,0.0,no,delivered,5,1014.16,0.0,0.0,36.04,0.3212424964295715
1812.0,shadowfax,furniture,truck,two day,east,rainy,87.9,47.68,0.0,0.0,no,delivered,4,582.54,0.0,0.0,43.95,0.2314743901209149
1813.0,xpressbees,pharmacy,ev bike,express,central,hot,194.5,20.68,0.0,0.0,yes,delayed,3,1084.54,0.0,0.0,0.0,0.2657013086011164
1814.0,fedex,clothing,bike,express,south,stormy,196.8,20.75,0.0,0.0,yes,delayed,3,1096.25,0.0,0.0,9.840000000000002,0.2884422368617949
1815.0,amazon logistics,documents,ev van,standard,east,rainy,246.2,31.84,0.0,0.0,no,delivered,3,1326.52,0.0,0.0,0.0,0.3249839562261908
1816.0,delhivery,pharmacy,scooter,express,north,stormy,122.3,41.94,0.0,0.0,yes,failed,1,787.32,0.0,0.0,6.115,0.20523479812639023
1817.0,ekart,furniture,bike,standard,north,cold,243.6,13.62,0.0,0.0,no,delivered,5,1258.86,0.0,0.0,12.18,0.33300572046021093
1818.0,ekart,clothing,scooter,two day,east,stormy,74.1,38.12,0.0,0.0,no,delivered,5,484.86,0.0,0.0,3.705,0.1262681153110859
1819.0,blue dart,groceries,bike,standard,south,hot,138.9,41.02,0.0,0.0,no,delivered,4,817.56,0.0,0.0,6.945,0.2143194949540868
1820.0,ekart,clothing,ev van,two day,north,clear,186.1,29.64,0.0,0.0,no,delivered,5,1019.42,0.0,0.0,0.0,0.24974756856745728
1821.0,ekart,automobile parts,scooter,express,north,foggy,179.9,10.6,0.0,0.0,yes,delayed,3,981.3,0.0,0.0,8.995000000000001,0.258574155706914
1822.0,xpressbees,fragile items,ev bike,same day,south,clear,15.6,39.85,0.0,0.0,no,delivered,5,297.55,0.0,0.0,0.0,0.07289673444433788
1823.0,ekart,documents,scooter,two day,south,foggy,106.5,46.03,0.0,0.0,no,delivered,3,670.59,0.0,0.0,5.325,0.17504170872368457
