delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
1033,xpressbees,fragile items,ev bike,standard,north,stormy,92.2,2.02,00:00.0,00:00.0,no,delivered,5,467.06
1034,ekart,cosmetics,ev van,express,south,rainy,77.1,48.91,00:00.0,00:00.0,yes,delayed,3,582.23
1035,delhivery,furniture,scooter,same day,south,clear,78.7,5.3,00:00.0,00:00.0,no,delivered,4,509.4
1036,xpressbees,furniture,ev van,same day,south,cold,105.4,17.67,00:00.0,00:00.0,no,delivered,3,680.01
1037,ecom express,pharmacy,truck,express,east,stormy,233.4,24.09,00:00.0,00:00.0,yes,delayed,2,1289.27
1038,delhivery,groceries,scooter,same day,east,hot,33.3,45.69,00:00.0,00:00.0,no,delivered,3,403.57
1039,dhl,groceries,scooter,same day,north,foggy,157.5,37.1,00:00.0,00:00.0,no,delivered,5,998.8
1040,amazon logistics,clothing,bike,same day,north,rainy,180.5,14.8,00:00.0,00:00.0,no,delivered,4,1046.9
1041,xpressbees,clothing,van,same day,north,rainy,279.2,35.69,00:00.0,00:00.0,yes,failed,1,1603.07
1042,amazon logistics,automobile parts,bike,standard,west,clear,115.8,10,00:00.0,00:00.0,no,delivered,3,609
1043,dhl,cosmetics,bike,standard,central,stormy,143.8,24.78,00:00.0,00:00.0,no,delivered,4,793.34
1044,dhl,groceries,ev bike,express,north,hot,206.8,7.63,00:00.0,00:00.0,no,delivered,5,1106.89
1045,xpressbees,fragile items,van,standard,central,clear,50.5,6.51,00:00.0,00:00.0,no,delivered,3,272.03
1046,blue dart,pharmacy,truck,same day,south,clear,122.8,46.48,00:00.0,00:00.0,no,delivered,4,853.44
1047,ekart,pharmacy,scooter,same day,central,clear,10.5,33.6,00:00.0,00:00.0,no,delivered,3,253.3
1048,shadowfax,clothing,truck,standard,north,foggy,3.6,5.33,00:00.0,00:00.0,no,delivered,4,95.6674
1049,xpressbees,furniture,van,two day,central,stormy,127.9,19.73,00:00.0,00:00.0,no,delivered,4,698.69
1050,blue dart,electronics,bike,same day,south,stormy,245,43.36,00:00.0,00:00.0,yes,delayed,3,1455.08
1051,fedex,cosmetics,truck,express,west,cold,115.8,13.1,00:00.0,00:00.0,no,delivered,4,668.3
1052,dhl,electronics,bike,standard,north,cold,166.4,41.62,00:00.0,00:00.0,no,delivered,3,956.86
1053,fedex,furniture,ev bike,standard,east,cold,141.9,3.28,00:00.0,00:00.0,no,delivered,5,719.34
1054,ecom express,groceries,ev van,two day,central,rainy,129.5,13.8,00:00.0,00:00.0,no,delivered,4,688.9
1055,delhivery,clothing,ev bike,standard,north,foggy,184,29.87,00:00.0,00:00.0,no,delivered,3,1009.61
1056,ecom express,furniture,truck,two day,east,hot,284.9,21.03,00:00.0,00:00.0,no,delivered,5,1487.59
1057,fedex,clothing,ev van,same day,central,rainy,165.7,38.26,00:00.0,00:00.0,yes,delayed,3,1043.28
1058,xpressbees,documents,scooter,same day,central,cold,254.8,40.78,00:00.0,00:00.0,yes,delayed,2,1496.34
1059,dhl,automobile parts,ev bike,two day,east,clear,101.2,3.43,00:00.0,00:00.0,no,delivered,4,516.29
1060,ekart,groceries,scooter,two day,north,foggy,84.3,17.04,00:00.0,00:00.0,no,delivered,3,472.62
1061,xpressbees,groceries,bike,express,central,hot,24.7,44.74,00:00.0,00:00.0,no,delivered,5,307.72
1062,xpressbees,electronics,scooter,two day,north,clear,175.5,32,00:00.0,00:00.0,no,delivered,4,973.5
1063,blue dart,documents,truck,standard,east,cold,221.3,16.7,00:00.0,00:00.0,no,delivered,5,1156.6
1064,xpressbees,groceries,bike,two day,central,clear,189,29.49,00:00.0,00:00.0,no,delivered,3,1033.47
1065,xpressbees,cosmetics,scooter,express,north,rainy,255.3,9.95,00:00.0,00:00.0,yes,delayed,3,1356.35
1066,dhl,clothing,bike,same day,east,foggy,64.1,48.25,00:00.0,00:00.0,no,delivered,3,565.25
1067,ecom express,automobile parts,scooter,two day,west,stormy,199.8,39.69,00:00.0,00:00.0,no,delivered,4,1118.07
1068,shadowfax,clothing,ev bike,express,north,rainy,149.2,16.94,00:00.0,00:00.0,yes,delayed,2,846.82
1069,dhl,pharmacy,bike,standard,east,stormy,95.5,19.84,00:00.0,00:00.0,no,delivered,4,537.02
1070,delhivery,electronics,scooter,two day,north,rainy,146.7,38.47,00:00.0,00:00.0,no,delivered,3,848.91
1071,xpressbees,fragile items,bike,standard,west,foggy,216.7,30.89,00:00.0,00:00.0,no,delivered,3,1176.17
1072,blue dart,cosmetics,van,same day,central,foggy,267.3,27.32,00:00.0,00:00.0,yes,failed,1,1518.46
1073,xpressbees,fragile items,ev bike,express,south,rainy,180.5,10.13,00:00.0,00:00.0,yes,delayed,3,982.89
1074,fedex,automobile parts,truck,express,south,stormy,199.2,28.23,00:00.0,00:00.0,yes,failed,2,1130.69
1075,fedex,fragile items,scooter,express,north,foggy,280.3,46.99,00:00.0,00:00.0,yes,delayed,2,1592.47
1076,blue dart,pharmacy,scooter,same day,east,rainy,222.4,18.35,00:00.0,00:00.0,yes,delayed,2,1267.05
1077,xpressbees,fragile items,ev bike,standard,north,foggy,67.1,36.22,00:00.0,00:00.0,no,delivered,4,444.16
1078,blue dart,electronics,van,standard,central,foggy,230.3,1.26,00:00.0,00:00.0,no,delivered,4,1155.28
1079,dhl,pharmacy,van,express,north,foggy,39.4,39.49,00:00.0,00:00.0,yes,delayed,2,365.47
1080,amazon logistics,automobile parts,ev van,two day,west,stormy,41.1,35.29,00:00.0,00:00.0,no,delivered,3,311.37
1081,ecom express,groceries,ev bike,same day,south,rainy,285.3,4.38,00:00.0,00:00.0,yes,delayed,3,1539.64
1082,ecom express,automobile parts,scooter,two day,west,stormy,34.5,47.3,00:00.0,00:00.0,no,delivered,5,314.4
1083,ecom express,furniture,ev bike,express,north,foggy,248.7,49.36,00:00.0,00:00.0,yes,delayed,2,1441.58
1084,shadowfax,furniture,ev bike,standard,east,hot,203.1,33.91,00:00.0,00:00.0,no,delivered,5,1117.23
1085,blue dart,documents,ev van,express,north,stormy,226.8,35.26,00:00.0,00:00.0,yes,delayed,2,1289.78
1086,amazon logistics,electronics,scooter,standard,west,rainy,168.7,25.04,00:00.0,00:00.0,no,delivered,5,918.62
1087,amazon logistics,fragile items,ev bike,same day,north,rainy,227.7,0.67,00:00.0,00:00.0,yes,delayed,3,1240.36
1088,ecom express,cosmetics,scooter,two day,east,foggy,286.4,26.54,00:00.0,00:00.0,no,delivered,3,1511.62
1089,shadowfax,groceries,van,express,east,foggy,222.9,44.81,00:00.0,00:00.0,yes,delayed,3,1298.93
1090,blue dart,automobile parts,bike,standard,north,stormy,96.6,31.21,00:00.0,00:00.0,no,delivered,4,576.63
1091,fedex,clothing,truck,same day,north,rainy,268.3,48.23,00:00.0,00:00.0,yes,delayed,2,1586.19
1092,fedex,fragile items,ev bike,same day,east,cold,144.1,46.98,00:00.0,00:00.0,no,delivered,5,961.44
1093,amazon logistics,furniture,van,two day,south,cold,48.6,13.67,00:00.0,00:00.0,no,delivered,3,284.01
1094,dhl,pharmacy,van,express,central,stormy,271.7,36.23,00:00.0,00:00.0,yes,failed,1,1517.19
1095,ekart,electronics,scooter,express,west,stormy,124.6,34.93,00:00.0,00:00.0,yes,delayed,2,777.79
1096,delhivery,pharmacy,ev bike,same day,south,rainy,75.4,49.52,00:00.0,00:00.0,no,delivered,5,626.94
1097,amazon logistics,cosmetics,ev van,standard,south,stormy,192.3,17.27,00:00.0,00:00.0,no,delivered,4,1013.31
1098,xpressbees,automobile parts,bike,standard,east,clear,297.1,4.85,00:00.0,00:00.0,no,delivered,4,1507.55
1099,delhivery,groceries,scooter,two day,central,clear,253.2,4.42,00:00.0,00:00.0,no,delivered,4,1279.26
1100,dhl,electronics,truck,standard,east,stormy,76,25.53,00:00.0,00:00.0,no,delivered,3,456.59
1101,fedex,electronics,van,same day,east,clear,214.1,40.16,00:00.0,00:00.0,no,delivered,4,1290.98
1102,fedex,clothing,bike,same day,west,cold,77.1,27.54,00:00.0,00:00.0,no,delivered,3,568.12
1103,ecom express,documents,bike,express,south,hot,154.2,49.52,00:00.0,00:00.0,no,delivered,3,969.62
1104,blue dart,fragile items,scooter,express,west,hot,43,41.57,00:00.0,00:00.0,no,delivered,5,389.71
1105,ekart,clothing,ev van,two day,south,cold,87.3,48.43,00:00.0,00:00.0,no,delivered,5,581.79
1106,blue dart,clothing,truck,two day,east,foggy,297.1,5.09,00:00.0,00:00.0,no,delivered,4,1501.27
1107,ekart,electronics,scooter,standard,west,cold,137.1,5.01,00:00.0,00:00.0,no,delivered,5,700.53
1108,ecom express,groceries,bike,two day,north,clear,222.8,46.69,00:00.0,00:00.0,no,delivered,5,1254.07
1109,ecom express,pharmacy,ev bike,standard,west,hot,132.1,17.65,00:00.0,00:00.0,no,delivered,3,713.45
1110,delhivery,documents,van,two day,south,clear,3.6,3.35,00:00.0,00:00.0,no,delivered,5,95.6674
1111,shadowfax,furniture,van,express,north,clear,196.6,14.31,00:00.0,00:00.0,no,delivered,5,1075.93
1112,ekart,documents,truck,express,south,hot,126.3,6.82,00:00.0,00:00.0,yes,failed,2,701.96
1113,blue dart,fragile items,scooter,same day,west,hot,79.2,40.35,00:00.0,00:00.0,no,delivered,4,617.05
1114,ekart,electronics,ev bike,express,west,rainy,59.5,47.19,00:00.0,00:00.0,yes,failed,1,489.07
1115,blue dart,clothing,scooter,standard,south,clear,146.3,39.83,00:00.0,00:00.0,no,delivered,5,850.99
1116,fedex,pharmacy,ev bike,standard,south,rainy,269.4,5.99,00:00.0,00:00.0,no,delivered,5,1364.97
1117,ecom express,fragile items,truck,same day,central,foggy,103,36.57,00:00.0,00:00.0,no,delivered,5,724.71
1118,shadowfax,groceries,bike,same day,south,rainy,170.1,1.04,00:00.0,00:00.0,no,delivered,3,953.62
1119,xpressbees,electronics,truck,express,south,cold,16.3,14.77,00:00.0,00:00.0,yes,delayed,2,175.81
1120,fedex,furniture,bike,express,east,cold,217,5.6,00:00.0,00:00.0,yes,delayed,2,1151.8
1121,delhivery,documents,ev bike,express,west,foggy,235.1,43.37,00:00.0,00:00.0,yes,delayed,2,1355.61
1122,delhivery,documents,van,two day,east,rainy,113.9,15.09,00:00.0,00:00.0,no,delivered,5,614.77
1123,ekart,automobile parts,ev bike,standard,east,rainy,132.4,45.65,00:00.0,00:00.0,no,delivered,4,798.95
1124,ekart,automobile parts,scooter,same day,west,rainy,21.7,0.67,00:00.0,00:00.0,no,delivered,4,210.18
1125,amazon logistics,documents,van,express,central,clear,276.2,23.86,00:00.0,00:00.0,yes,delayed,3,1502.58
1126,amazon logistics,pharmacy,scooter,standard,west,foggy,165.7,46.56,00:00.0,00:00.0,no,delivered,5,968.18
1127,amazon logistics,furniture,scooter,standard,east,cold,42.8,13.17,00:00.0,00:00.0,no,delivered,4,253.51
1128,shadowfax,automobile parts,van,express,west,hot,223.5,27.85,00:00.0,00:00.0,yes,delayed,2,1251.05
1129,shadowfax,automobile parts,bike,standard,west,clear,233.8,14.03,00:00.0,00:00.0,no,delivered,4,1211.09
1130,shadowfax,groceries,van,same day,south,foggy,61.2,6.42,00:00.0,00:00.0,no,delivered,5,425.26
1131,dhl,electronics,bike,express,west,rainy,136.6,43.08,00:00.0,00:00.0,yes,delayed,2,862.24
1132,xpressbees,electronics,truck,two day,west,hot,133.6,8.5,00:00.0,00:00.0,no,delivered,3,693.5
1133,amazon logistics,electronics,bike,standard,south,stormy,112.4,27.41,00:00.0,00:00.0,no,delivered,5,644.23
1134,xpressbees,fragile items,bike,express,south,hot,259.6,27.43,00:00.0,00:00.0,yes,delayed,2,1430.29
1135,shadowfax,cosmetics,van,express,west,clear,212.4,0.9,00:00.0,00:00.0,yes,failed,1,1114.7
1136,delhivery,fragile items,scooter,same day,north,foggy,265.2,43.65,00:00.0,00:00.0,no,delivered,5,1556.95
1137,xpressbees,clothing,ev van,express,south,foggy,159.4,4.51,00:00.0,00:00.0,yes,delayed,2,860.53
1138,dhl,electronics,scooter,standard,west,cold,243,17.72,00:00.0,00:00.0,no,delivered,4,1268.16
1139,xpressbees,clothing,van,express,east,hot,71.8,12.26,00:00.0,00:00.0,no,delivered,5,445.78
1140,fedex,pharmacy,scooter,two day,north,clear,84.6,5.71,00:00.0,00:00.0,no,delivered,5,440.13
1141,amazon logistics,electronics,ev van,two day,north,clear,148.6,23.48,00:00.0,00:00.0,no,delivered,3,813.44
1142,dhl,pharmacy,ev bike,same day,north,hot,147.9,41.09,00:00.0,00:00.0,no,delivered,3,962.77
1143,ecom express,automobile parts,scooter,two day,east,foggy,14,47.44,00:00.0,00:00.0,no,delivered,4,212.32
1144,amazon logistics,clothing,scooter,two day,north,stormy,176.1,0.85,00:00.0,00:00.0,no,delivered,4,883.05
1145,ekart,cosmetics,scooter,two day,west,foggy,5.7,49.23,00:00.0,00:00.0,no,delivered,5,176.19
1146,fedex,furniture,bike,express,west,rainy,58.7,34.17,00:00.0,00:00.0,yes,delayed,3,446.01
1147,fedex,automobile parts,scooter,express,east,clear,94.9,20.17,00:00.0,00:00.0,no,delivered,3,585.01
1148,xpressbees,documents,ev van,two day,south,foggy,251.5,25.5,00:00.0,00:00.0,no,delivered,4,1334
1149,xpressbees,documents,van,two day,north,hot,59.6,21.9,00:00.0,00:00.0,no,delivered,4,363.7
1150,amazon logistics,electronics,van,same day,central,stormy,117.8,12.54,00:00.0,00:00.0,yes,failed,1,726.62
1151,dhl,cosmetics,scooter,standard,west,rainy,194.3,45.66,00:00.0,00:00.0,no,delivered,4,1108.48
1152,fedex,fragile items,scooter,standard,south,rainy,45.7,4.13,00:00.0,00:00.0,no,delivered,4,240.89
1153,dhl,electronics,truck,express,south,hot,23.1,23.82,00:00.0,00:00.0,no,delivered,3,236.96
1154,ecom express,furniture,ev bike,same day,south,stormy,3.6,43.05,00:00.0,00:00.0,no,delivered,4,244.65
1155,ekart,cosmetics,truck,same day,south,cold,288.8,20.43,00:00.0,00:00.0,no,delivered,5,1605.29
1156,shadowfax,fragile items,truck,express,east,stormy,12.8,13.84,00:00.0,00:00.0,yes,failed,1,155.52
1157,blue dart,automobile parts,scooter,two day,south,cold,196.1,20.33,00:00.0,00:00.0,no,delivered,4,1041.49
1158,amazon logistics,cosmetics,ev van,two day,west,hot,3.6,47.06,00:00.0,00:00.0,no,delivered,4,152.68
1159,dhl,automobile parts,ev bike,standard,north,cold,248.2,30.84,00:00.0,00:00.0,no,delivered,5,1333.52
1160,dhl,automobile parts,ev van,two day,west,rainy,201.2,7.63,00:00.0,00:00.0,no,delivered,5,1028.89
1161,shadowfax,automobile parts,ev bike,standard,north,foggy,294,38.21,00:00.0,00:00.0,no,delivered,4,1584.63
1162,fedex,groceries,ev bike,express,south,foggy,280.9,1.1,00:00.0,00:00.0,yes,delayed,3,1457.8
1163,amazon logistics,groceries,bike,two day,central,clear,289.6,9.61,00:00.0,00:00.0,no,delivered,4,1476.83
1164,fedex,groceries,bike,express,west,stormy,23.9,30.62,00:00.0,00:00.0,yes,delayed,2,261.36
1165,fedex,automobile parts,bike,same day,central,clear,176,4.37,00:00.0,00:00.0,no,delivered,4,993.11
1166,delhivery,documents,van,two day,east,hot,224.2,1.91,00:00.0,00:00.0,no,delivered,5,1126.73
1167,delhivery,cosmetics,truck,express,north,rainy,38,31.29,00:00.0,00:00.0,yes,delayed,2,333.87
1168,dhl,pharmacy,bike,two day,central,foggy,63.6,49.37,00:00.0,00:00.0,no,delivered,5,466.11
1169,ecom express,electronics,ev bike,same day,west,rainy,123,6.34,00:00.0,00:00.0,yes,delayed,2,734.02
1170,ecom express,furniture,truck,same day,east,rainy,255,49.52,00:00.0,00:00.0,yes,delayed,3,1524.82
1171,shadowfax,clothing,truck,standard,west,foggy,245,25.22,00:00.0,00:00.0,no,delivered,4,1300.66
1172,shadowfax,cosmetics,ev van,same day,south,cold,245.1,40.84,00:00.0,00:00.0,no,delivered,3,1448.02
1173,dhl,furniture,truck,express,west,clear,83.3,30.51,00:00.0,00:00.0,yes,failed,1,558.03
1174,blue dart,groceries,bike,express,west,clear,229.9,19.47,00:00.0,00:00.0,yes,delayed,2,1257.91
1175,delhivery,electronics,ev bike,two day,north,rainy,29.3,6.55,00:00.0,00:00.0,no,delivered,4,166.15
1176,dhl,clothing,ev van,express,north,hot,284.6,31.86,00:00.0,00:00.0,yes,delayed,3,1568.58
1177,ekart,cosmetics,bike,express,central,hot,149.4,47.81,00:00.0,00:00.0,yes,delayed,3,940.43
1178,blue dart,fragile items,truck,two day,west,hot,215.4,15.2,00:00.0,00:00.0,no,delivered,5,1122.6
1179,ekart,documents,van,express,south,hot,292.1,22.48,00:00.0,00:00.0,no,delivered,5,1577.94
1180,delhivery,fragile items,bike,same day,east,rainy,125,23.79,00:00.0,00:00.0,yes,delayed,2,796.37
1181,shadowfax,furniture,scooter,same day,north,stormy,91.8,5.74,00:00.0,00:00.0,no,delivered,4,576.22
1182,ecom express,groceries,ev van,standard,north,foggy,95.3,1.19,00:00.0,00:00.0,no,delivered,4,480.07
1183,xpressbees,furniture,van,same day,north,hot,28.7,45.38,00:00.0,00:00.0,no,delivered,5,379.64
1184,fedex,cosmetics,truck,express,north,stormy,203.3,35.65,00:00.0,00:00.0,yes,delayed,3,1173.45
1185,dhl,automobile parts,ev bike,same day,north,cold,297.1,49.37,00:00.0,00:00.0,no,delivered,3,1632.7206
1186,ekart,furniture,van,express,north,hot,262,45.72,00:00.0,00:00.0,yes,delayed,3,1497.16
1187,blue dart,groceries,ev van,standard,central,cold,290.1,45.8,00:00.0,00:00.0,no,delivered,3,1587.9
1188,shadowfax,cosmetics,van,standard,north,cold,64,8.78,00:00.0,00:00.0,no,delivered,5,346.34
1189,shadowfax,furniture,ev van,same day,north,foggy,21.8,27.02,00:00.0,00:00.0,no,delivered,5,290.06
1190,delhivery,groceries,bike,two day,east,foggy,83.5,20.13,00:00.0,00:00.0,no,delivered,5,477.89
1191,dhl,furniture,ev van,express,west,rainy,183.2,31.86,00:00.0,00:00.0,yes,delayed,2,1061.58
1192,ekart,furniture,bike,standard,west,foggy,219.9,40.54,00:00.0,00:00.0,no,delivered,5,1221.12
1193,blue dart,clothing,ev bike,two day,north,rainy,235,49.52,00:00.0,00:00.0,no,delivered,5,1323.56
1194,xpressbees,electronics,truck,express,north,foggy,14.9,4,00:00.0,00:00.0,yes,delayed,2,136.5
1195,fedex,pharmacy,truck,express,north,cold,182.5,36.27,00:00.0,00:00.0,yes,delayed,3,1071.31
1196,shadowfax,clothing,ev van,two day,north,rainy,80.3,38.67,00:00.0,00:00.0,no,delivered,5,517.51
1197,xpressbees,furniture,truck,standard,north,cold,79.5,39.83,00:00.0,00:00.0,no,delivered,4,516.99
1198,ecom express,fragile items,ev bike,standard,central,clear,235.3,13.18,00:00.0,00:00.0,no,delivered,4,1216.04
1199,amazon logistics,clothing,ev bike,standard,east,clear,268.4,7.32,00:00.0,00:00.0,no,delivered,4,1363.96
1200,shadowfax,groceries,ev van,express,south,cold,179.8,18.92,00:00.0,00:00.0,yes,delayed,3,1005.76
1201,amazon logistics,automobile parts,scooter,two day,north,stormy,6.6,20.89,00:00.0,00:00.0,no,delivered,3,95.67
1202,fedex,electronics,ev van,same day,central,rainy,99,40.08,00:00.0,00:00.0,yes,failed,1,715.24
1203,ecom express,cosmetics,truck,two day,west,rainy,282.1,49.52,00:00.0,00:00.0,no,delivered,4,1559.66
1204,xpressbees,clothing,bike,express,north,clear,186.7,43.47,00:00.0,00:00.0,yes,delayed,2,1113.91
1205,shadowfax,automobile parts,ev van,express,east,rainy,250.4,12.61,00:00.0,00:00.0,yes,failed,1,1339.83
1206,ecom express,groceries,ev bike,express,central,clear,143.8,21.72,00:00.0,00:00.0,yes,delayed,2,834.16
1207,fedex,electronics,ev van,standard,south,hot,134.6,41.26,00:00.0,00:00.0,no,delivered,4,796.78
1208,xpressbees,cosmetics,ev bike,same day,west,cold,166.6,21,00:00.0,00:00.0,no,delivered,4,996
1209,ekart,clothing,van,express,south,rainy,253.2,6.18,00:00.0,00:00.0,yes,delayed,2,1334.54
1210,ecom express,groceries,van,two day,north,clear,284.2,24.18,00:00.0,00:00.0,no,delivered,4,1493.54
1211,shadowfax,furniture,scooter,same day,south,cold,160.8,36.63,00:00.0,00:00.0,no,delivered,5,1013.89
1212,amazon logistics,cosmetics,van,two day,south,hot,287.3,39.6,00:00.0,00:00.0,no,delivered,5,1555.3
1213,fedex,groceries,bike,standard,north,foggy,235.3,38.16,00:00.0,00:00.0,no,delivered,5,1290.98
1214,amazon logistics,fragile items,ev bike,standard,south,hot,233.1,10.75,00:00.0,00:00.0,no,delivered,3,1197.75
1215,delhivery,furniture,ev bike,express,central,hot,283.5,26.92,00:00.0,00:00.0,yes,delayed,2,1548.26
1216,blue dart,groceries,ev van,same day,north,hot,43,7.35,00:00.0,00:00.0,no,delivered,4,337.05
1217,fedex,groceries,truck,same day,north,rainy,15.6,5.28,00:00.0,00:00.0,no,delivered,5,193.84
1218,xpressbees,fragile items,ev van,same day,south,foggy,36.7,42.64,00:00.0,00:00.0,no,delivered,3,411.42
1219,amazon logistics,pharmacy,scooter,two day,central,stormy,170.4,13.42,00:00.0,00:00.0,no,delivered,5,892.26
1220,dhl,clothing,van,express,west,stormy,257.8,36.01,00:00.0,00:00.0,yes,delayed,3,1447.03
1221,shadowfax,cosmetics,ev bike,express,east,stormy,16.5,37.54,00:00.0,00:00.0,yes,delayed,2,245.12
1222,fedex,groceries,ev bike,express,west,rainy,153.2,10.88,00:00.0,00:00.0,yes,failed,1,848.64
1223,ecom express,groceries,ev bike,express,north,foggy,188.3,2.31,00:00.0,00:00.0,yes,delayed,2,998.43
1224,shadowfax,electronics,van,same day,south,foggy,183.2,16.93,00:00.0,00:00.0,no,delivered,3,1066.79
1225,dhl,automobile parts,bike,two day,central,clear,88,25.39,00:00.0,00:00.0,no,delivered,3,516.17
1226,ecom express,electronics,ev van,express,west,hot,73.3,18.19,00:00.0,00:00.0,no,delivered,5,471.07
1227,delhivery,automobile parts,van,express,east,stormy,7.8,15.43,00:00.0,00:00.0,yes,delayed,2,135.29
1228,ecom express,electronics,truck,two day,south,stormy,48.7,1.56,00:00.0,00:00.0,no,delivered,5,248.18
1229,blue dart,furniture,bike,express,south,hot,4.9,28.79,00:00.0,00:00.0,no,delivered,3,160.87
1230,ekart,electronics,ev van,standard,north,foggy,146.9,23.74,00:00.0,00:00.0,no,delivered,4,805.72
1231,amazon logistics,furniture,scooter,express,central,stormy,199.2,44.98,00:00.0,00:00.0,yes,failed,2,1180.94
1232,xpressbees,fragile items,ev van,standard,north,hot,183.7,6.89,00:00.0,00:00.0,no,delivered,5,939.17
1233,ecom express,pharmacy,ev bike,express,central,stormy,215.7,25.22,00:00.0,00:00.0,yes,delayed,2,1204.16
1234,xpressbees,furniture,scooter,two day,south,hot,25.7,26.46,00:00.0,00:00.0,no,delivered,5,207.88
1235,shadowfax,clothing,van,two day,central,clear,170.3,25.46,00:00.0,00:00.0,no,delivered,3,927.88
1236,dhl,automobile parts,ev van,two day,north,cold,61.9,3.78,00:00.0,00:00.0,no,delivered,4,320.84
1237,delhivery,groceries,truck,express,east,stormy,194,8.71,00:00.0,00:00.0,yes,failed,2,1046.13
1238,blue dart,furniture,ev bike,express,north,hot,242.5,2.16,00:00.0,00:00.0,no,delivered,3,1268.98
1239,ekart,automobile parts,truck,two day,north,clear,191.7,10.61,00:00.0,00:00.0,no,delivered,5,990.33
1240,delhivery,pharmacy,scooter,two day,south,foggy,119.2,23.99,00:00.0,00:00.0,no,delivered,5,667.97
1241,fedex,cosmetics,bike,standard,west,foggy,116.6,37.85,00:00.0,00:00.0,no,delivered,3,696.55
1242,xpressbees,clothing,bike,two day,central,rainy,168,17.69,00:00.0,00:00.0,no,delivered,5,893.07
1243,ecom express,furniture,van,standard,north,cold,267.8,16.79,00:00.0,00:00.0,no,delivered,5,1389.37
1244,fedex,furniture,ev bike,express,west,foggy,197.3,22.68,00:00.0,00:00.0,yes,delayed,3,1104.54
1245,amazon logistics,clothing,scooter,same day,central,cold,30.3,30.15,00:00.0,00:00.0,no,delivered,4,341.95
1246,ecom express,groceries,scooter,same day,central,foggy,235.7,33.59,00:00.0,00:00.0,no,delivered,4,1379.27
1247,amazon logistics,fragile items,van,two day,south,stormy,16.8,18.45,00:00.0,00:00.0,no,delivered,3,139.35
1248,fedex,automobile parts,scooter,same day,north,stormy,112.6,12.3,00:00.0,00:00.0,no,delivered,4,699.9
1249,ekart,fragile items,van,express,central,stormy,113.9,26.14,00:00.0,00:00.0,yes,delayed,2,697.92
1250,ecom express,automobile parts,truck,express,central,stormy,187.6,32.18,00:00.0,00:00.0,yes,delayed,2,1084.54
1251,ekart,automobile parts,scooter,same day,south,hot,251,14.1,00:00.0,00:00.0,no,delivered,4,1397.3
1252,dhl,clothing,bike,two day,north,rainy,83.6,2.87,00:00.0,00:00.0,no,delivered,4,426.61
1253,delhivery,fragile items,bike,two day,east,hot,190.8,42,00:00.0,00:00.0,no,delivered,5,1080
1254,amazon logistics,pharmacy,van,two day,south,hot,173.9,44.8,00:00.0,00:00.0,no,delivered,4,1003.9
1255,shadowfax,fragile items,scooter,same day,east,hot,183.4,35.25,00:00.0,00:00.0,no,delivered,4,1122.75
1256,delhivery,pharmacy,ev bike,express,north,foggy,6.7,39.35,00:00.0,00:00.0,yes,delayed,2,201.55
1257,blue dart,clothing,bike,two day,central,foggy,154.1,49.52,00:00.0,00:00.0,no,delivered,5,920.32
1258,fedex,pharmacy,bike,standard,east,hot,280.9,10.06,00:00.0,00:00.0,no,delivered,5,1434.68
1259,fedex,cosmetics,truck,two day,north,stormy,74.7,10.14,00:00.0,00:00.0,no,delivered,4,403.92
1260,amazon logistics,clothing,truck,two day,south,clear,235.8,31.81,00:00.0,00:00.0,no,delivered,5,1274.43
1261,ekart,furniture,ev bike,same day,west,hot,216.6,49.4,00:00.0,00:00.0,no,delivered,5,1331.2
1262,ecom express,pharmacy,bike,same day,west,hot,295.8,28.94,00:00.0,00:00.0,no,delivered,4,1632.7206
1263,fedex,furniture,ev bike,same day,north,stormy,96,46.9,00:00.0,00:00.0,yes,delayed,3,720.7
1264,amazon logistics,fragile items,ev van,standard,west,stormy,255.8,47.72,00:00.0,00:00.0,no,delivered,5,1422.16
1265,ekart,clothing,truck,standard,central,stormy,83.6,42.35,00:00.0,00:00.0,no,delivered,4,545.05
1266,delhivery,groceries,van,same day,south,foggy,138,28.3,00:00.0,00:00.0,no,delivered,5,874.9
1267,delhivery,automobile parts,van,standard,west,hot,145.2,35.37,00:00.0,00:00.0,no,delivered,5,832.11
1268,dhl,furniture,ev bike,same day,west,clear,211,33.71,00:00.0,00:00.0,no,delivered,4,1256.13
1269,ecom express,clothing,bike,express,central,rainy,75.1,24.75,00:00.0,00:00.0,yes,failed,1,499.75
1270,delhivery,clothing,ev bike,standard,north,cold,101.7,7.28,00:00.0,00:00.0,no,delivered,5,530.34
1271,dhl,pharmacy,scooter,same day,central,hot,292.7,3.4,00:00.0,00:00.0,no,delivered,4,1573.7
1272,delhivery,automobile parts,ev van,express,north,clear,196.3,0.83,00:00.0,00:00.0,yes,delayed,2,1033.99
1273,ecom express,electronics,bike,express,east,rainy,165.5,27.83,00:00.0,00:00.0,yes,delayed,3,960.99
1274,xpressbees,electronics,truck,two day,north,clear,17.6,19.75,00:00.0,00:00.0,no,delivered,5,147.25
1275,xpressbees,groceries,van,same day,north,cold,297.1,5.29,00:00.0,00:00.0,yes,delayed,2,1612.37
1276,xpressbees,clothing,van,two day,south,cold,229.9,37.17,00:00.0,00:00.0,no,delivered,4,1261.01
